08/13/2014,16:30:000,96.05,96.3,96.025,96.225,2418
08/13/2014,16:35:000,96.2,96.35,96.175,96.25,2768
08/13/2014,16:40:000,96.225,96.275,96.125,96.125,3049
08/13/2014,16:45:000,96.125,96.2,96.025,96.15,2708
08/13/2014,16:50:000,96.15,96.225,96.025,96.175,1701
08/13/2014,16:55:000,96.175,96.25,95.825,95.825,2599
08/13/2014,17:00:000,95.825,96,95.775,95.95,4184
08/13/2014,17:05:000,95.975,96.125,95.85,95.925,1585
08/13/2014,17:10:000,95.925,95.925,95.675,95.7,2822
08/13/2014,17:15:000,95.7,95.85,95.325,95.6,4052
08/13/2014,17:20:000,95.575,95.625,95.275,95.4,4855
08/13/2014,17:25:000,95.425,95.5,95.375,95.475,2396
08/13/2014,17:30:000,95.475,95.6,95.4,95.6,1817
08/13/2014,17:35:000,95.6,95.725,95.55,95.7,1906
08/13/2014,17:40:000,95.7,95.775,95.65,95.675,2010
08/14/2014,9:10:000,95.55,95.775,95.125,95.45,2518
08/14/2014,9:15:000,95.45,95.525,95.375,95.425,1001
08/14/2014,9:20:000,95.4,95.55,95.4,95.55,624
08/14/2014,9:25:000,95.55,95.575,95.475,95.575,676
08/14/2014,9:30:000,95.6,95.7,95.55,95.625,761
08/14/2014,9:35:000,95.625,95.75,95.375,95.4,2293
08/14/2014,9:40:000,95.4,95.55,95.225,95.425,2531
08/14/2014,9:45:000,95.425,95.525,95.375,95.4,1078
08/14/2014,9:50:000,95.4,95.525,95.25,95.275,2034
08/14/2014,9:55:000,95.25,95.35,94.95,95.15,3791
08/14/2014,10:00:000,95.15,95.2,94.8,94.925,4635
08/14/2014,10:05:000,94.925,95.1,94.775,95.075,2433
08/14/2014,10:10:000,95.075,95.375,95.075,95.325,3006
08/14/2014,10:15:000,95.325,95.5,95.225,95.4,3618
08/14/2014,10:20:000,95.4,95.525,95.275,95.525,1713
08/14/2014,10:25:000,95.5,95.575,95.475,95.5,1488
08/14/2014,10:30:000,95.475,95.525,95.325,95.325,1050
08/14/2014,10:35:000,95.35,95.4,95.275,95.325,1112
08/14/2014,10:40:000,95.35,95.475,95.325,95.45,855
08/14/2014,10:45:000,95.45,95.6,95.3,95.4,2042
08/14/2014,10:50:000,95.375,95.5,95.325,95.425,825
08/14/2014,10:55:000,95.425,95.525,95.425,95.45,581
08/14/2014,11:00:000,95.45,95.45,95.225,95.3,1741
08/14/2014,11:05:000,95.25,95.375,95.225,95.3,1010
08/14/2014,11:10:000,95.25,95.35,95.225,95.25,473
